plant_code,plant_name,state,nameplate_mw,distance_km,nearest_plant,capacity_w,transport_mode,freight_cost_per_w,total_freight_cost,co2_emissions_tons,carbon_cost,distance_bin
645,Big Bend,FL,19.8,888.0,Alabama,19800000.0,Rail,0.003552,70329.6,386.8128,32879.087999999996,500-1000km
6081,Stony Brook,MA,6.9,910.3,Ohio,6900000.0,Rail,0.0036412,25124.28,138.18354,11745.6009,500-1000km
10444,"Lockhart Solar PV, LLC",CA,100.4,2455.1,Louisiana,100400000.0,Rail,0.0098204,985968.16,5422.82488,460940.1148,2000-3000km
56875,Sacramento Soleil LLC,CA,1.0,2846.3,Louisiana,1000000.0,Rail,0.0113852,11385.2,62.6186,5322.581,2000-3000km
56877,Hall's Warehouse Solar Project,NJ,1.6,770.7,Ohio,1600000.0,Rail,0.0030828,4932.4800000000005,27.12864,2305.9344,500-1000km
56917,"Imperial Valley Solar, LLC",CA,101.0,2275.0,Louisiana,101000000.0,Rail,0.0091,919100.0,5055.049999999999,429679.24999999994,2000-3000km
56917,"Imperial Valley Solar, LLC",CA,64.6,2275.0,Louisiana,64599999.99999999,Rail,0.0091,587860.0,3233.23,274824.55,2000-3000km
56917,"Imperial Valley Solar, LLC",CA,34.3,2275.0,Louisiana,34300000.0,Rail,0.0091,312130.0,1716.715,145920.775,2000-3000km
56939,Solar Blythe LLC,CA,21.0,2201.6,Louisiana,21000000.0,Rail,0.008806399999999999,184934.39999999997,1017.1392,86456.832,2000-3000km
56944,CM10,NV,10.0,2254.8,Louisiana,10000000.0,Rail,0.0090192,90192.0,496.056,42164.76,2000-3000km
57008,SunEdison Procter & Gamble Oxnard,CA,1.0,2609.8,Louisiana,1000000.0,Rail,0.010439200000000001,10439.2,57.4156,4880.326,2000-3000km
57197,Blue Wing Solar Energy Generation,TX,13.9,642.1,Louisiana,13900000.0,Rail,0.0025683999999999998,35700.759999999995,196.35418,16690.105300000003,500-1000km
57202,Jacksonville Solar,FL,12.6,690.4,Alabama,12600000.0,Rail,0.0027616,34796.159999999996,191.37887999999998,16267.204799999998,500-1000km
57203,Wyandot Solar Farm,OH,10.0,79.7,Ohio,10000000.0,Truck,0.0006376,6376.0,54.196000000000005,4606.660000000001,0-500km
57205,CM48,NV,8.0,2254.7,Louisiana,8000000.0,Rail,0.009018799999999999,72150.4,396.82719999999995,33730.312,2000-3000km
57205,CM48,NV,10.0,2254.7,Louisiana,10000000.0,Rail,0.009018799999999999,90187.99999999999,496.034,42162.89,2000-3000km
57205,CM48,NV,10.0,2254.7,Louisiana,10000000.0,Rail,0.009018799999999999,90187.99999999999,496.034,42162.89,2000-3000km
57205,CM48,NV,10.0,2254.7,Louisiana,10000000.0,Rail,0.009018799999999999,90187.99999999999,496.034,42162.89,2000-3000km
57205,CM48,NV,10.0,2254.7,Louisiana,10000000.0,Rail,0.009018799999999999,90187.99999999999,496.034,42162.89,2000-3000km
57243,Cimarron Solar Facility,NM,30.6,1394.6,Louisiana,30600000.0,Rail,0.005578399999999999,170699.03999999998,938.8447199999999,79801.8012,1000-1500km
57295,Alpine Solar,CA,66.0,2556.8,Louisiana,66000000.0,Rail,0.0102272,674995.2000000001,3712.4736000000003,315560.256,2000-3000km
57338,Roadrunner Solar,NM,20.2,1433.0,Louisiana,20200000.0,Rail,0.005732,115786.40000000001,636.8251999999999,54130.14199999999,1000-1500km
57367,Pocono Solar Project,PA,2.7,668.5,Ohio,2700000.0,Rail,0.0026739999999999997,7219.799999999999,39.7089,3375.2565,500-1000km
57373,Agua Caliente Solar Project,AZ,90.7,2081.0,Louisiana,90700000.0,Rail,0.008324,754986.7999999999,4152.4274,352956.32899999997,2000-3000km
57373,Agua Caliente Solar Project,AZ,136.0,2081.0,Louisiana,136000000.0,Rail,0.008324,1132064.0,6226.352,529239.92,2000-3000km
57373,Agua Caliente Solar Project,AZ,121.0,2081.0,Louisiana,121000000.0,Rail,0.008324,1007204.0,5539.621999999999,470867.86999999994,2000-3000km
57378,AV Solar Ranch One,CA,253.0,2549.5,Louisiana,253000000.0,Rail,0.010197999999999999,2580093.9999999995,14190.517,1206193.945,2000-3000km
57442,Silver State Solar Power North,NV,52.0,2286.6,Louisiana,52000000.0,Rail,0.009146399999999999,475612.79999999993,2615.8704,222348.984,2000-3000km
57490,Imperial Solar Energy Center South,CA,128.9,2281.7,Louisiana,128900000.0,Rail,0.0091268,1176444.5199999998,6470.44486,549987.8130999999,2000-3000km
57491,Imperial Solar Energy Center West,CA,148.7,2293.3,Louisiana,148700000.0,Rail,0.009173200000000001,1364054.84,7502.30162,637695.6377,2000-3000km
57562,Paloma Solar Hybrid,AZ,17.0,2003.8,Louisiana,17000000.0,Rail,0.0080152,136258.4,749.4211999999999,63700.80199999999,2000-3000km
57567,Albuquerque Solar Energy Center,NM,2.0,1501.2,Louisiana,2000000.0,Rail,0.0060048,12009.6,66.0528,5614.488,1500-2000km
57571,Los Lunas Solar Energy Center,NM,5.0,1504.8,Louisiana,5000000.0,Rail,0.0060192,30096.0,165.528,14069.88,1500-2000km
57571,Los Lunas Solar Energy Center,NM,2.0,1504.8,Louisiana,2000000.0,Rail,0.0060192,12038.4,66.21119999999999,5627.951999999999,1500-2000km
57575,Deming Solar Energy Center,NM,5.0,1537.6,Louisiana,5000000.0,Rail,0.0061503999999999994,30751.999999999996,169.136,14376.56,1500-2000km
57575,Deming Solar Energy Center,NM,4.0,1537.6,Louisiana,4000000.0,Rail,0.0061503999999999994,24601.6,135.3088,11501.248,1500-2000km
57576,Las Vegas Solar Energy Center,NM,5.0,1401.8,Louisiana,5000000.0,Rail,0.0056072,28036.0,154.19799999999998,13106.829999999998,1000-1500km
57577,Alamogordo Solar Energy Center,NM,5.0,1384.7,Louisiana,5000000.0,Rail,0.0055388,27694.0,152.31699999999998,12946.944999999998,1000-1500km
57579,Robert O Schulz Solar Farm,CA,0.4,2811.4,Louisiana,400000.0,Rail,0.0112456,4498.24,24.740320000000004,2102.9272000000005,2000-3000km
57657,Avra Valley Solar,AZ,25.0,1870.5,Louisiana,25000000.0,Rail,0.007482,187050.0,1028.7749999999999,87445.87499999999,1500-2000km
57669,SMUD at Grundman,CA,17.0,2865.9,Louisiana,17000000.0,Rail,0.0114636,194881.19999999998,1071.8466,91106.96100000001,2000-3000km
57670,SMUD at Van Conett,CA,2.9,2852.2,Louisiana,2900000.0,Rail,0.011408799999999998,33085.52,181.97035999999997,15467.480599999997,2000-3000km
57671,SMUD at Fleshman,CA,2.9,2857.0,Louisiana,2900000.0,Rail,0.011427999999999999,33141.2,182.27659999999997,15493.510999999999,2000-3000km
57695,Topaz Solar Farm,CA,129.8,2704.3,Louisiana,129800000.00000001,Rail,0.0108172,1404072.5600000003,7722.399080000001,656403.9218000001,2000-3000km
57695,Topaz Solar Farm,CA,151.2,2704.3,Louisiana,151200000.0,Rail,0.0108172,1635560.6400000001,8995.583519999998,764624.5991999998,2000-3000km
57695,Topaz Solar Farm,CA,102.1,2704.3,Louisiana,102100000.0,Rail,0.0108172,1104436.12,6074.39866,516323.8861,2000-3000km
57695,Topaz Solar Farm,CA,90.3,2704.3,Louisiana,90300000.0,Rail,0.0108172,976793.16,5372.36238,456650.8023,2000-3000km
57695,Topaz Solar Farm,CA,112.5,2704.3,Louisiana,112500000.0,Rail,0.0108172,1216935.0,6693.1425,568917.1125,2000-3000km
57708,Catalina Solar LLC,CA,110.0,2542.8,Louisiana,110000000.0,Rail,0.0101712,1118832.0,6153.576,523053.96,2000-3000km
57753,SMUD at Lawrence,CA,1.0,2867.0,Louisiana,1000000.0,Rail,0.011467999999999999,11467.999999999998,63.074,5361.29,2000-3000km
57758,Mount Saint Mary's,MD,13.7,561.6,Ohio,13700000.0,Rail,0.0022464,30775.68,169.26623999999998,14387.630399999998,500-1000km
57859,Moapa Southern Paiute,NV,250.0,2251.2,Louisiana,250000000.0,Rail,0.009004799999999999,2251199.9999999995,12381.599999999999,1052435.9999999998,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,40.3,2263.5,Louisiana,40300000.0,Rail,0.009054,364876.19999999995,2006.8190999999997,170579.6235,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,30.2,2263.5,Louisiana,30200000.0,Rail,0.009054,273430.8,1503.8693999999998,127828.89899999999,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,20.2,2263.5,Louisiana,20200000.0,Rail,0.009054,182890.8,1005.8993999999999,85501.449,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,40.3,2263.5,Louisiana,40300000.0,Rail,0.009054,364876.19999999995,2006.8190999999997,170579.6235,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,40.3,2263.5,Louisiana,40300000.0,Rail,0.009054,364876.19999999995,2006.8190999999997,170579.6235,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,30.2,2263.5,Louisiana,30200000.0,Rail,0.009054,273430.8,1503.8693999999998,127828.89899999999,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,25.2,2263.5,Louisiana,25200000.0,Rail,0.009054,228160.8,1254.8844,106665.174,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,25.2,2263.5,Louisiana,25200000.0,Rail,0.009054,228160.8,1254.8844,106665.174,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,20.2,2263.5,Louisiana,20200000.0,Rail,0.009054,182890.8,1005.8993999999999,85501.449,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,18.9,2263.5,Louisiana,18900000.0,Rail,0.009054,171120.6,941.1632999999998,79998.88049999998,2000-3000km
57993,"Desert Sunlight 300, LLC",CA,22.7,2263.5,Louisiana,22700000.0,Rail,0.009054,205525.8,1130.3918999999999,96083.31149999998,2000-3000km
58017,Copper Mountain Solar 2,NV,30.0,2252.1,Louisiana,30000000.0,Rail,0.0090084,270252.0,1486.386,126342.81,2000-3000km
58017,Copper Mountain Solar 2,NV,30.0,2252.1,Louisiana,30000000.0,Rail,0.0090084,270252.0,1486.386,126342.81,2000-3000km
58017,Copper Mountain Solar 2,NV,34.0,2252.1,Louisiana,34000000.0,Rail,0.0090084,306285.6,1684.5707999999997,143188.51799999998,2000-3000km
58017,Copper Mountain Solar 2,NV,30.0,2252.1,Louisiana,30000000.0,Rail,0.0090084,270252.0,1486.386,126342.81,2000-3000km
58017,Copper Mountain Solar 2,NV,30.0,2252.1,Louisiana,30000000.0,Rail,0.0090084,270252.0,1486.386,126342.81,2000-3000km
58281,Lanikuhana Solar LLC,HI,14.7,6615.8,Louisiana,14700000.0,Rail,0.0264632,389009.04,2139.54972,181861.7262,3000+km
58381,Bryan Solar Field,OH,2.1,80.3,Ohio,2100000.0,Truck,0.0006424,1349.04,11.466840000000001,974.6814,0-500km
58408,Maryland Solar,MD,27.0,538.1,Ohio,27000000.0,Rail,0.0021524,58114.8,319.6314,27168.668999999998,500-1000km
58462,McCoy Solar Energy Project Hybrid,CA,41.9,2202.0,Louisiana,41900000.0,Rail,0.008808,369055.2,2029.8036,172533.30599999998,2000-3000km
58462,McCoy Solar Energy Project Hybrid,CA,21.0,2202.0,Louisiana,21000000.0,Rail,0.008808,184968.0,1017.324,86472.54,2000-3000km
58462,McCoy Solar Energy Project Hybrid,CA,39.6,2202.0,Louisiana,39600000.0,Rail,0.008808,348796.8,1918.3823999999997,163062.504,2000-3000km
58462,McCoy Solar Energy Project Hybrid,CA,31.4,2202.0,Louisiana,31400000.0,Rail,0.008808,276571.2,1521.1416,129297.036,2000-3000km
58462,McCoy Solar Energy Project Hybrid,CA,31.4,2202.0,Louisiana,31400000.0,Rail,0.008808,276571.2,1521.1416,129297.036,2000-3000km
58462,McCoy Solar Energy Project Hybrid,CA,26.9,2202.0,Louisiana,26900000.0,Rail,0.008808,236935.19999999998,1303.1435999999999,110767.20599999999,2000-3000km
58462,McCoy Solar Energy Project Hybrid,CA,41.9,2202.0,Louisiana,41900000.0,Rail,0.008808,369055.2,2029.8036,172533.30599999998,2000-3000km
58462,McCoy Solar Energy Project Hybrid,CA,36.5,2202.0,Louisiana,36500000.0,Rail,0.008808,321492.0,1768.206,150297.50999999998,2000-3000km
58467,Campo Verde Solar,CA,147.4,2288.3,Louisiana,147400000.0,Rail,0.0091532,1349181.68,7420.49924,630742.4354,2000-3000km
58520,Otero Solar,NM,8.0,1384.2,Louisiana,8000000.0,Rail,0.0055368,44294.399999999994,243.6192,20707.632,1000-1500km
58521,Manzano Solar,NM,8.4,1491.7,Louisiana,8400000.0,Rail,0.0059667999999999995,50121.119999999995,275.66616,23431.6236,1000-1500km
58542,"Desert Sunlight 250, LLC",CA,39.1,2263.4,Louisiana,39100000.0,Rail,0.0090536,353995.76,1946.97668,165493.0178,2000-3000km
58542,"Desert Sunlight 250, LLC",CA,39.1,2263.4,Louisiana,39100000.0,Rail,0.0090536,353995.76,1946.97668,165493.0178,2000-3000km
58542,"Desert Sunlight 250, LLC",CA,26.5,2263.4,Louisiana,26500000.0,Rail,0.0090536,239920.4,1319.5622,112162.78700000001,2000-3000km
58542,"Desert Sunlight 250, LLC",CA,13.9,2263.4,Louisiana,13900000.0,Rail,0.0090536,125845.04000000001,692.14772,58832.556200000006,2000-3000km
58542,"Desert Sunlight 250, LLC",CA,22.7,2263.4,Louisiana,22700000.0,Rail,0.0090536,205516.72,1130.34196,96079.06659999999,2000-3000km
58542,"Desert Sunlight 250, LLC",CA,29.0,2263.4,Louisiana,29000000.0,Rail,0.0090536,262554.4,1444.0492000000002,122744.18200000002,2000-3000km
58542,"Desert Sunlight 250, LLC",CA,29.0,2263.4,Louisiana,29000000.0,Rail,0.0090536,262554.4,1444.0492000000002,122744.18200000002,2000-3000km
58542,"Desert Sunlight 250, LLC",CA,25.2,2263.4,Louisiana,25200000.0,Rail,0.0090536,228150.72,1254.8289599999998,106660.46159999998,2000-3000km
58542,"Desert Sunlight 250, LLC",CA,25.2,2263.4,Louisiana,25200000.0,Rail,0.0090536,228150.72,1254.8289599999998,106660.46159999998,2000-3000km
58592,Solar Gen 2 Solar Facility,CA,54.4,2265.5,Louisiana,54400000.0,Rail,0.009061999999999999,492972.79999999993,2711.3504,230464.78399999999,2000-3000km
58592,Solar Gen 2 Solar Facility,CA,54.4,2265.5,Louisiana,54400000.0,Rail,0.009061999999999999,492972.79999999993,2711.3504,230464.78399999999,2000-3000km
58592,Solar Gen 2 Solar Facility,CA,54.4,2265.5,Louisiana,54400000.0,Rail,0.009061999999999999,492972.79999999993,2711.3504,230464.78399999999,2000-3000km
58623,Holstein Plant,NC,20.0,726.4,Ohio,20000000.0,Rail,0.0029056,58112.0,319.616,27167.36,500-1000km
58627,Western Antelope Dry Ranch,CA,10.0,2539.2,Louisiana,10000000.0,Rail,0.010156799999999999,101567.99999999999,558.624,47483.04,2000-3000km
58644,Silver State Solar Power South,NV,26.4,2280.9,Louisiana,26400000.0,Rail,0.0091236,240863.04,1324.7467199999999,112603.47119999999,2000-3000km
58644,Silver State Solar Power South,NV,27.9,2280.9,Louisiana,27900000.0,Rail,0.0091236,254548.44000000003,1400.01642,119001.3957,2000-3000km
58644,Silver State Solar Power South,NV,37.2,2280.9,Louisiana,37200000.0,Rail,0.0091236,339397.92000000004,1866.68856,158668.5276,2000-3000km
58644,Silver State Solar Power South,NV,35.7,2280.9,Louisiana,35700000.0,Rail,0.0091236,325712.52,1791.41886,152270.6031,2000-3000km
58644,Silver State Solar Power South,NV,35.0,2280.9,Louisiana,35000000.0,Rail,0.0091236,319326.0,1756.293,149284.905,2000-3000km
58644,Silver State Solar Power South,NV,36.6,2280.9,Louisiana,36600000.0,Rail,0.0091236,333923.76,1836.58068,156109.3578,2000-3000km
58644,Silver State Solar Power South,NV,35.0,2280.9,Louisiana,35000000.0,Rail,0.0091236,319326.0,1756.293,149284.905,2000-3000km
58644,Silver State Solar Power South,NV,26.3,2280.9,Louisiana,26300000.0,Rail,0.0091236,239950.68000000002,1319.72874,112176.9429,2000-3000km
58646,Stateline Solar,CA,75.9,2287.5,Louisiana,75900000.0,Rail,0.00915,694485.0,3819.6674999999996,324671.7375,2000-3000km
58646,Stateline Solar,CA,34.1,2287.5,Louisiana,34100000.0,Rail,0.00915,312015.0,1716.0825,145867.0125,2000-3000km
58646,Stateline Solar,CA,37.9,2287.5,Louisiana,37900000.0,Rail,0.00915,346785.0,1907.3174999999999,162121.9875,2000-3000km
58646,Stateline Solar,CA,37.9,2287.5,Louisiana,37900000.0,Rail,0.00915,346785.0,1907.3174999999999,162121.9875,2000-3000km
58646,Stateline Solar,CA,37.9,2287.5,Louisiana,37900000.0,Rail,0.00915,346785.0,1907.3174999999999,162121.9875,2000-3000km
58646,Stateline Solar,CA,37.9,2287.5,Louisiana,37900000.0,Rail,0.00915,346785.0,1907.3174999999999,162121.9875,2000-3000km
58646,Stateline Solar,CA,37.9,2287.5,Louisiana,37900000.0,Rail,0.00915,346785.0,1907.3174999999999,162121.9875,2000-3000km
58710,Barilla Solar,TX,30.2,1112.3,Louisiana,30200000.0,Rail,0.0044491999999999995,134365.84,739.01212,62816.0302,1000-1500km
58711,Lost Hills/Blackwell,CA,12.0,2686.8,Louisiana,12000000.0,Rail,0.0107472,128966.40000000001,709.3152,60291.792,2000-3000km
58711,Lost Hills/Blackwell,CA,20.0,2686.8,Louisiana,20000000.0,Rail,0.0107472,214944.0,1182.192,100486.32,2000-3000km
58713,North Star Solar,CA,61.6,2750.7,Louisiana,61600000.0,Rail,0.011002799999999998,677772.4799999999,3727.74864,316858.6344,2000-3000km
58831,Redcrest Solar Farm,CA,16.6,2590.1,Louisiana,16600000.000000002,Rail,0.010360399999999999,171982.63999999998,945.90452,80401.8842,2000-3000km
58842,"Gato Montes Solar, LLC",AZ,5.0,1825.6,Louisiana,5000000.0,Rail,0.0073024,36512.0,200.816,17069.36,1500-2000km
58848,Warsaw Farm,NC,65.0,837.1,Ohio,65000000.0,Rail,0.0033484,217646.0,1197.0529999999999,101749.50499999999,500-1000km
58972,Fort Huachuca Solar PV Project,AZ,4.1,1779.4,Louisiana,4099999.9999999995,Rail,0.0071176,29182.159999999996,160.50188,13642.6598,1500-2000km
58984,"RE Adams East, LLC",CA,19.0,2738.6,Louisiana,19000000.0,Rail,0.0109544,208133.6,1144.7348,97302.458,2000-3000km
58985,"RE Kansas Solar, LLC",CA,20.0,2692.9,Louisiana,20000000.0,Rail,0.0107716,215431.99999999997,1184.876,100714.45999999999,2000-3000km
58986,"RE Old River One, LLC",CA,20.0,2614.0,Louisiana,20000000.0,Rail,0.010456,209120.0,1150.1599999999999,97763.59999999999,2000-3000km
58991,"RE Kent South, LLC",CA,20.0,2699.0,Louisiana,20000000.0,Rail,0.010796,215920.0,1187.56,100942.59999999999,2000-3000km
59008,Woodmere Solar Farm,CA,15.0,2590.9,Louisiana,15000000.0,Rail,0.0103636,155454.0,854.997,72674.745,2000-3000km
59009,Hayworth Solar,CA,27.0,2596.0,Louisiana,27000000.0,Rail,0.010384,280368.0,1542.024,131072.03999999998,2000-3000km
59010,Macho Springs,NM,55.0,1517.0,Louisiana,55000000.0,Rail,0.006068,333740.0,1835.57,156023.44999999998,1500-2000km
59086,"Cottonwood Solar, LLC (Goose Lake)",CA,12.0,2662.2,Louisiana,12000000.0,Rail,0.010648799999999998,127785.59999999998,702.8208,59739.768,2000-3000km
59087,"Cottonwood Solar, LLC (City of Corcoran)",CA,12.0,2666.5,Louisiana,12000000.0,Rail,0.010666,127992.0,703.9559999999999,59836.259999999995,2000-3000km
59088,Calipatria Solar Farm,CA,20.0,2271.8,Louisiana,20000000.0,Rail,0.0090872,181744.0,999.592,84965.31999999999,2000-3000km
59102,Dragstrip Farm,NC,5.0,548.4,Ohio,5000000.0,Rail,0.0021936,10968.0,60.324,5127.54,500-1000km
59107,Mount Olive Farm,NC,5.0,841.6,Ohio,5000000.0,Rail,0.0033664,16832.0,92.576,7868.959999999999,500-1000km
59111,West Salisbury Farm LLC,NC,5.0,625.9,Ohio,5000000.0,Rail,0.0025036,12518.0,68.84899999999999,5852.164999999999,500-1000km
59115,Anderson Farm LLC,NC,1.9,801.5,Ohio,1900000.0,Rail,0.0032059999999999996,6091.4,33.5027,2847.7295,500-1000km
59156,Carter PV1,NC,5.0,776.9,Ohio,5000000.0,Rail,0.0031076,15538.0,85.45899999999999,7264.014999999999,500-1000km
59157,Pecan PV1,NC,5.0,681.7,Ohio,5000000.0,Rail,0.0027268,13634.0,74.987,6373.8949999999995,500-1000km
59158,Langley PV1,NC,5.0,810.9,Ohio,5000000.0,Rail,0.0032435999999999997,16217.999999999998,89.199,7581.915,500-1000km
59164,Elm City Solar Facility,NC,40.0,812.8,Ohio,40000000.0,Rail,0.0032511999999999997,130047.99999999999,715.264,60797.44,500-1000km
59170,Jakana Solar,NC,5.0,846.2,Ohio,5000000.0,Rail,0.0033848,16924.0,93.082,7911.969999999999,500-1000km
59171,Windsor Solar,NC,5.0,845.6,Ohio,5000000.0,Rail,0.0033824,16912.0,93.01599999999999,7906.36,500-1000km
59174,Lewiston Solar,NC,5.0,816.0,Ohio,5000000.0,Rail,0.003264,16320.0,89.75999999999999,7629.599999999999,500-1000km
59176,Williamston Solar,NC,5.0,853.7,Ohio,5000000.0,Rail,0.0034148,17074.0,93.907,7982.094999999999,500-1000km
59183,"CID Solar, LLC",CA,20.0,2667.4,Louisiana,20000000.0,Rail,0.0106696,213392.0,1173.656,99760.76,2000-3000km
59213,Clipperton Holdings LLC,NC,5.0,816.3,Ohio,5000000.0,Rail,0.0032652,16325.999999999998,89.79299999999999,7632.405,500-1000km
59262,Lancaster Little Rock,CA,5.0,2503.0,Louisiana,5000000.0,Rail,0.010012,50060.0,275.33,23403.05,2000-3000km
59297,Carrier Clinic,NJ,1.5,749.1,Ohio,1500000.0,Rail,0.0029963999999999998,4494.599999999999,24.7203,2101.2255,500-1000km
59431,Sierra Solar Greenworks,CA,20.0,2540.5,Louisiana,20000000.0,Rail,0.010162,203239.99999999997,1117.82,95014.7,2000-3000km
59489,Anthony Wayne Solar #1,OH,1.7,7.0,Ohio,1700000.0,Truck,5.6e-05,95.2,0.8092,68.782,0-500km
59528,Solar Oasis LLC,CA,20.0,2516.6,Louisiana,20000000.0,Rail,0.0100664,201328.0,1107.3039999999999,94120.83999999998,2000-3000km
59558,Sandoval Solar Energy Center,NM,6.1,1523.6,Louisiana,6100000.0,Rail,0.006094399999999999,37175.84,204.46711999999997,17379.705199999997,1500-2000km
59561,Crockett Farm,NC,5.0,878.3,Ohio,5000000.0,Rail,0.0035131999999999997,17566.0,96.613,8212.105,500-1000km
59563,Foxfire Solar Farm,NC,5.0,708.2,Ohio,5000000.0,Rail,0.0028328,14164.0,77.902,6621.67,500-1000km
59564,Hutchinson Farm,NC,5.0,530.8,Ohio,5000000.0,Rail,0.0021231999999999996,10615.999999999998,58.388,4962.98,500-1000km
59566,Ashley Solar Farm,NC,4.0,611.8,Ohio,4000000.0,Rail,0.0024471999999999996,9788.8,53.83839999999999,4576.263999999999,500-1000km
59587,Yadkin 601 Farm,NC,3.0,622.6,Ohio,3000000.0,Rail,0.0024904,7471.2,41.0916,3492.786,500-1000km
59618,Meadow Lake Solar Energy Center,NM,9.1,1482.0,Louisiana,9100000.0,Rail,0.005928,53944.8,296.6964,25219.194,1000-1500km
59619,Cibola,NM,7.6,1558.1,Louisiana,7600000.0,Rail,0.006232399999999999,47366.23999999999,260.51432,22143.7172,1500-2000km
59634,Sandstone Solar,AZ,45.0,1889.6,Louisiana,45000000.0,Rail,0.007558399999999999,340127.99999999994,1870.704,159009.84,1500-2000km
59685,Remington Solar Facility,VA,20.0,593.9,Ohio,20000000.0,Rail,0.0023756,47512.0,261.316,22211.859999999997,500-1000km
59689,Gulf Coast Solar Center I,FL,30.0,460.5,Alabama,30000000.0,Truck,0.0036839999999999998,110520.0,939.4200000000001,79850.70000000001,0-500km
59690,Gulf Coast Solar Center II,FL,40.0,465.7,Alabama,40000000.0,Truck,0.0037256,149024.0,1266.7040000000002,107669.84000000001,0-500km
59691,Gulf Coast Solar Center III,FL,50.0,432.6,Louisiana,50000000.0,Truck,0.0034608,173040.0,1470.8400000000001,125021.40000000001,0-500km
59722,Seville 1,CA,20.0,2316.3,Louisiana,20000000.0,Rail,0.0092652,185304.0,1019.1719999999999,86629.62,2000-3000km
59723,Seville 2,CA,30.0,2315.6,Louisiana,30000000.0,Rail,0.009262399999999999,277871.99999999994,1528.2959999999998,129905.15999999999,2000-3000km
59826,Sunshine Valley Solar,NV,103.5,2402.2,Louisiana,103500000.0,Rail,0.009608799999999999,994510.7999999999,5469.809399999999,464933.79899999994,2000-3000km
59827,"Playa Solar 1, LLC",NV,79.0,2260.4,Louisiana,79000000.0,Rail,0.0090416,714286.4,3928.5751999999998,333928.892,2000-3000km
59853,Watervliet PV,MI,4.6,226.7,Ohio,4600000.0,Truck,0.0018135999999999998,8342.56,70.91176,6027.4996,0-500km
59854,OlivePV,IN,5.0,238.4,Ohio,5000000.0,Truck,0.0019072,9536.0,81.05600000000001,6889.760000000001,0-500km
